gene_callers_id	source	accession	function	e_value
13593	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13594	COG20_FUNCTION	COG0593	Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	8.7e-109
13594	COG20_CATEGORY	L	Replication, recombination and repair	0
13596	COG20_FUNCTION	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)	1.7e-54
13596	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13597	COG20_FUNCTION	COG0669	Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M)	1.8e-30
13597	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13597	COG20_PATHWAY	COG0669	Pantothenate/CoA biosynthesis	1.8e-30
13598	COG20_FUNCTION	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	2e-31
13598	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13599	COG20_FUNCTION	COG1178	ABC-type Fe3+ transport system, permease component (FbpB)	2.5e-59
13599	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13600	COG20_FUNCTION	COG0242	Peptide deformylase (Def) (PDB:1BS4)	3.8e-45
13600	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13601	COG20_FUNCTION	COG2940	SET domain-containing protein (function unknown) (SET) (PDB:6BX3)	5.3e-45
13601	COG20_CATEGORY	R	General function prediction only	0
13603	COG20_FUNCTION	COG0593	Chromosomal replication initiation ATPase DnaA (DnaA) (PDB:1L8Q)	5e-39
13603	COG20_CATEGORY	L	Replication, recombination and repair	0
13604	COG20_FUNCTION	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog (DnaN) (PDB:1JQJ)	1e-138
13604	COG20_CATEGORY	L	Replication, recombination and repair	0
13606	COG20_FUNCTION	COG0571	dsRNA-specific ribonuclease (Rnc) (PDB:1DI2)	2.8e-34
13606	COG20_CATEGORY	K	Transcription	0
13607	COG20_FUNCTION	COG1570	Exonuclease VII, large subunit (XseA)	6e-136
13607	COG20_CATEGORY	L	Replication, recombination and repair	0
13608	COG20_FUNCTION	COG0642	Signal transduction histidine kinase (BaeS) (PDB:1JOY)	4.1e-104
13608	COG20_CATEGORY	T	Signal transduction mechanisms	0
13609	COG20_FUNCTION	COG3182	PepSY-associated TM region (PiuB) (PUBMED:15124630)	6.3e-14
13609	COG20_CATEGORY	S	Function unknown	0
13610	COG20_FUNCTION	COG0550!!!COG1754	DNA topoisomerase IA (TopA) (PDB:1CY0)!!!Uncharacterized C-terminal domain of topoisomerase IA	1.3e-72
13610	COG20_CATEGORY	L!!!S	Replication, recombination and repair!!!Function unknown	0
13614	COG20_FUNCTION	COG0789	DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	2.3e-49
13614	COG20_CATEGORY	K	Transcription	0
13615	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	8.4e-75
13615	COG20_CATEGORY	I	Lipid transport and metabolism	0
13615	COG20_PATHWAY	COG1960	Fatty acid biosynthesis	8.4e-75
13616	COG20_FUNCTION	COG0642!!!COG0784!!!COG2198!!!COG2202!!!COG3300	Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!HPt (histidine-containing phosphotransfer) domain (HPtr) (PDB:3IQT)!!!PAS domain (PAS) (PDB:2MWG)!!!MHYT domain, NO-binding membrane sensor (MHYT)	5.4e-50
13616	COG20_CATEGORY	T!!!T!!!T!!!T!!!T	Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms	0
13619	COG20_FUNCTION	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	1e-57
13619	COG20_CATEGORY	R	General function prediction only	0
13620	COG20_FUNCTION	COG0741!!!COG1388	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)!!!LysM repeat (LysM) (PDB:1E0G)	2.9e-12
13620	COG20_CATEGORY	M!!!M	Cell wall/membrane/envelope biogenesis!!!Cell wall/membrane/envelope biogenesis	0
13622	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	3.9e-26
13622	COG20_CATEGORY	H!!!R	Coenzyme transport and metabolism!!!General function prediction only	0
13622	COG20_PATHWAY	COG0596	Menaquinone biosynthesis	3.9e-26
13623	COG20_FUNCTION	COG2911	Autotransporter translocation and assembly protein TamB (TamB) (PDB:5VTG)	1.4e-09
13623	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
13625	COG20_FUNCTION	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)	1.8e-06
13625	COG20_CATEGORY	K	Transcription	0
13625	COG20_PATHWAY	COG1595	RNA polymerase	1.8e-06
13626	COG20_FUNCTION	COG2334	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist (SrkA) (PDB:1ZYL)	1.6e-64
13626	COG20_CATEGORY	T	Signal transduction mechanisms	0
13626	COG20_PATHWAY	COG2334	Threonine biosynthesis	1.6e-64
13627	COG20_FUNCTION	COG0328	Ribonuclease HI (RnhA) (PDB:1LAW)	6e-37
13627	COG20_CATEGORY	L	Replication, recombination and repair	0
13628	COG20_FUNCTION	COG0182	5-methylthioribose/5-deoxyribulose 1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit (MtnA) (PDB:1T5O) (PUBMED:31950558)	4.6e-85
13628	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13629	COG20_FUNCTION	COG0848	Biopolymer transport protein ExbD (ExbD) (PDB:2JWK)	5.1e-21
13629	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
13632	COG20_FUNCTION	COG0534	Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	2.1e-53
13632	COG20_CATEGORY	V	Defense mechanisms	0
13634	COG20_FUNCTION	COG0354	Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters (YgfZ) (PDB:1NRK) (PUBMED:27941785;22081392)	2.8e-12
13634	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13635	COG20_FUNCTION	COG3046	Uncharacterized conserved protein related to deoxyribodipyrimidine photolyase (PDB:3ZXS)	2.4e-98
13635	COG20_CATEGORY	R	General function prediction only	0
13636	COG20_FUNCTION	COG3119	Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)	6.5e-128
13636	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13637	COG20_FUNCTION	COG2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog (PDB:1ITQ) (PUBMED:14499931)	1.4e-133
13637	COG20_CATEGORY	O!!!E	Posttranslational modification, protein turnover, chaperones!!!Amino acid transport and metabolism	0
13639	COG20_FUNCTION	COG1744	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)	5e-25
13639	COG20_CATEGORY	T	Signal transduction mechanisms	0
13640	COG20_FUNCTION	COG2236	Hypoxanthine phosphoribosyltransferase (Hpt1) (PDB:2JKZ)	2.8e-09
13640	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13640	COG20_PATHWAY	COG2236	Purine salvage	2.8e-09
13642	COG20_FUNCTION	COG0001	Glutamate-1-semialdehyde aminotransferase (HemL) (PDB:2CFB)	6.1e-102
13642	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13642	COG20_PATHWAY	COG0001	Heme biosynthesis	6.1e-102
13643	COG20_FUNCTION	COG0234	Co-chaperonin GroES (HSP10) (GroES)	8.7e-43
13643	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13644	COG20_FUNCTION	COG0459	Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	2.9e-116
13644	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13645	COG20_FUNCTION	COG0206	Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ)	1.8e-19
13645	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
13646	COG20_FUNCTION	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)	9.7e-52
13646	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13648	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	7.5e-32
13648	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
13649	COG20_FUNCTION	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family (BamD) (PDB:2YHC)	1.8e-87
13649	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13650	COG20_FUNCTION	COG1278	Cold shock protein, CspA family (CspC) (PDB:1C9O)	1.9e-23
13650	COG20_CATEGORY	K	Transcription	0
13651	COG20_FUNCTION	COG4101	Uncharacterized conserved protein, RmlC-like cupin domain (RmlC)	5.4e-15
13651	COG20_CATEGORY	R	General function prediction only	0
13653	COG20_FUNCTION	COG1045	Serine acetyltransferase (CysE) (PDB:1T3D)	1.9e-57
13653	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13653	COG20_PATHWAY	COG1045	Cysteine biosynthesis	1.9e-57
13654	COG20_FUNCTION	COG1959	DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)	1.8e-68
13654	COG20_CATEGORY	K	Transcription	0
13656	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	9e-114
13656	COG20_CATEGORY	I	Lipid transport and metabolism	0
13656	COG20_PATHWAY	COG1012	Proline degradation	9e-114
13657	COG20_FUNCTION	COG0404!!!COG0665	Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)!!!Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	5e-53
13657	COG20_CATEGORY	E!!!E	Amino acid transport and metabolism!!!Amino acid transport and metabolism	0
13657	COG20_PATHWAY	COG0404!!!COG0665	Glycine cleavage	5e-53
13658	COG20_FUNCTION	COG2086	Electron transfer flavoprotein, alpha and beta subunits (FixA) (PDB:5OL2)	1.4e-71
13658	COG20_CATEGORY	C	Energy production and conversion	0
13659	COG20_FUNCTION	COG3227	Zn-dependent metalloprotease (Neutral protease B) (LasB) (PDB:3NQY)	2.5e-23
13659	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13660	COG20_FUNCTION	COG0114	Fumarate hydratase class II (FumC) (PDB:1KQ7)	2.8e-77
13660	COG20_CATEGORY	C	Energy production and conversion	0
13660	COG20_PATHWAY	COG0114	TCA cycle	2.8e-77
13662	COG20_FUNCTION	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	6.8e-97
13662	COG20_CATEGORY	C!!!H!!!R	Energy production and conversion!!!Coenzyme transport and metabolism!!!General function prediction only	0
13662	COG20_PATHWAY	COG1052	Pyridoxal phosphate biosynthesis	6.8e-97
13663	COG20_FUNCTION	COG4771	Outer membrane receptor for ferrienterochelin and colicins (FepA) (PDB:2HDF) (PUBMED:16468998)	1.2e-139
13663	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
13664	COG20_FUNCTION	COG0346	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)	2e-12
13664	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
13665	COG20_FUNCTION	COG1794	Amino acid racemase YgeA (RacX) (PDB:5ELL)	3.3e-80
13665	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13667	COG20_FUNCTION	COG0462	Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	3.8e-18
13667	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
13667	COG20_PATHWAY	COG0462	Histidine biosynthesis, Purine biosynthesis	3.8e-18
13671	COG20_FUNCTION	COG0636	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K (AtpE) (PDB:1C17)	1.1e-17
13671	COG20_CATEGORY	C	Energy production and conversion	0
13671	COG20_PATHWAY	COG0636	FoF1-type ATP synthase	1.1e-17
13672	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	2.4e-13
13672	COG20_CATEGORY	C	Energy production and conversion	0
13672	COG20_PATHWAY	COG0711	FoF1-type ATP synthase	2.4e-13
13673	COG20_FUNCTION	COG0711	FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	1.6e-06
13673	COG20_CATEGORY	C	Energy production and conversion	0
13673	COG20_PATHWAY	COG0711	FoF1-type ATP synthase	1.6e-06
13674	COG20_FUNCTION	COG0277	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU)	2.1e-31
13674	COG20_CATEGORY	C	Energy production and conversion	0
13675	COG20_FUNCTION	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	1.8e-64
13675	COG20_CATEGORY	C!!!H!!!R	Energy production and conversion!!!Coenzyme transport and metabolism!!!General function prediction only	0
13675	COG20_PATHWAY	COG1052	Pyridoxal phosphate biosynthesis	1.8e-64
13676	COG20_FUNCTION	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	1.6e-85
13676	COG20_CATEGORY	I	Lipid transport and metabolism	0
13676	COG20_PATHWAY	COG1012	Proline degradation	1.6e-85
13677	COG20_FUNCTION	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	2.6e-24
13677	COG20_CATEGORY	H!!!R	Coenzyme transport and metabolism!!!General function prediction only	0
13677	COG20_PATHWAY	COG0596	Menaquinone biosynthesis	2.6e-24
13678	COG20_FUNCTION	COG1862	Protein translocase subunit YajC (YajC)	5.7e-46
13678	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
13679	COG20_FUNCTION	COG0343	Queuine/archaeosine tRNA-ribosyltransferase (Tgt) (PDB:1XW8) (PUBMED:15805528)	8.3e-101
13679	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13679	COG20_PATHWAY	COG0343	tRNA modification	8.3e-101
13680	COG20_FUNCTION	COG4496	Predicted DNA-binding transcriptional regulator YerC, contains ArsR-like HTH domain (YerC) (PDB:3KOR)	1.3e-17
13680	COG20_CATEGORY	R	General function prediction only	0
13681	COG20_FUNCTION	COG0040	ATP phosphoribosyltransferase (HisG) (PDB:1H3D)	4.8e-67
13681	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13681	COG20_PATHWAY	COG0040	Histidine biosynthesis	4.8e-67
13684	COG20_FUNCTION	COG0481	Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)	1.8e-69
13684	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13685	COG20_FUNCTION	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)	2.3e-06
13685	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
13687	COG20_FUNCTION	COG3119!!!COG3693	Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)!!!Endo-1,4-beta-xylanase, GH35 family (XynA) (PDB:1B30)	1.6e-06
13687	COG20_CATEGORY	P!!!G	Inorganic ion transport and metabolism!!!Carbohydrate transport and metabolism	0
13688	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	1.7e-59
13688	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
13689	COG20_FUNCTION	COG0373	Glutamyl-tRNA reductase (HemA) (PDB:2XOE)	2.4e-117
13689	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13689	COG20_PATHWAY	COG0373	Heme biosynthesis	2.4e-117
13690	COG20_FUNCTION	COG0413	Ketopantoate hydroxymethyltransferase (PanB) (PDB:3VAV)	3.8e-50
13690	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13690	COG20_PATHWAY	COG0413	Pantothenate/CoA biosynthesis	3.8e-50
13691	COG20_FUNCTION	COG0801	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis) (FolK) (PDB:1CBK)	2.4e-58
13691	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13691	COG20_PATHWAY	COG0801	Folate biosynthesis	2.4e-58
13692	COG20_FUNCTION	COG0263	Glutamate 5-kinase (ProB) (PDB:2W21)	2.1e-13
13692	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13692	COG20_PATHWAY	COG0263	Proline biosynthesis	2.1e-13
13693	COG20_FUNCTION	COG0488	ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	1.8e-170
13693	COG20_CATEGORY	R	General function prediction only	0
13694	COG20_FUNCTION	COG4206	Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE)	2e-55
13694	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13695	COG20_FUNCTION	COG0436	Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	1.4e-56
13695	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13695	COG20_PATHWAY	COG0436	Isoleucine, leucine, valine biosynthesis	1.4e-56
13696	COG20_FUNCTION	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase (LldD) (PDB:6AI7)	1.2e-66
13696	COG20_CATEGORY	C!!!I!!!R	Energy production and conversion!!!Lipid transport and metabolism!!!General function prediction only	0
13696	COG20_PATHWAY	COG1304	Isoprenoid biosynthesis	1.2e-66
13697	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	3.8e-57
13697	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
13699	COG20_FUNCTION	COG0840!!!COG2202	Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)!!!PAS domain (PAS) (PDB:2MWG)	3.2e-63
13699	COG20_CATEGORY	T!!!T	Signal transduction mechanisms!!!Signal transduction mechanisms	0
13700	COG20_FUNCTION	COG2866	Murein tripeptide amidase MpaA (MpaA) (PDB:1ARL)	1.1e-76
13700	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
13701	COG20_FUNCTION	COG0845!!!COG5569	Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)!!!Periplasmic Cu and Ag efflux protein CusF (CusF)	2.8e-91
13701	COG20_CATEGORY	M!!!V!!!P	Cell wall/membrane/envelope biogenesis!!!Defense mechanisms!!!Inorganic ion transport and metabolism	0
13703	COG20_FUNCTION	COG2515	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family (Acd) (PDB:4D97)	2.4e-18
13703	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13704	COG20_FUNCTION	COG2515	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family (Acd) (PDB:4D97)	1.9e-12
13704	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13705	COG20_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	4e-82
13705	COG20_CATEGORY	V	Defense mechanisms	0
13706	COG20_FUNCTION	COG0849	Cell division ATPase FtsA (FtsA) (PDB:3WT0)	3.9e-99
13706	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
13707	COG20_FUNCTION	COG0042	tRNA-dihydrouridine synthase (DusA) (PDB:1VHN)	3e-08
13707	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13707	COG20_PATHWAY	COG0042	tRNA modification	3e-08
13708	COG20_FUNCTION	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)	3.6e-90
13708	COG20_CATEGORY	E!!!G	Amino acid transport and metabolism!!!Carbohydrate transport and metabolism	0
13708	COG20_PATHWAY	COG0235	Urea cycle	3.6e-90
13709	COG20_FUNCTION	COG1529	Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit (CoxL) (PDB:1DGJ) (PUBMED:10095793)	7.1e-19
13709	COG20_CATEGORY	C	Energy production and conversion	0
13709	COG20_PATHWAY	COG1529	Non-phosphorylated Entner-Doudoroff pathway	7.1e-19
13710	COG20_FUNCTION	COG1268	Biotin transporter BioY (BioY) (PDB:4DVE)	4.1e-21
13710	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
13711	COG20_FUNCTION	COG4567	DNA-binding response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains (PDB:3RQI)	3.7e-98
13711	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
13712	COG20_FUNCTION	COG0019	Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	1.6e-08
13712	COG20_CATEGORY	E	Amino acid transport and metabolism	0
13712	COG20_PATHWAY	COG0019	Lysine biosynthesis	1.6e-08
13716	COG20_FUNCTION	COG0768	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)	2.6e-97
13716	COG20_CATEGORY	D!!!M	Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	0
13717	COG20_FUNCTION	COG1196	Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)	2e-75
13717	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
13718	COG20_FUNCTION	COG0481	Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)	3.2e-156
13718	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
13719	COG20_FUNCTION	COG0623	Enoyl-[acyl-carrier-protein] reductase FabI (FabI) (PDB:1C14)	5.7e-53
13719	COG20_CATEGORY	I	Lipid transport and metabolism	0
13719	COG20_PATHWAY	COG0623	Fatty acid biosynthesis	5.7e-53
13720	COG20_FUNCTION	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase (FabB) (PDB:2UV8) (PUBMED:21652641)	5e-96
13720	COG20_CATEGORY	I!!!Q	Lipid transport and metabolism!!!Secondary metabolites biosynthesis, transport and catabolism	0
13720	COG20_PATHWAY	COG0304	Fatty acid biosynthesis	5e-96
13721	COG20_FUNCTION	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	2e-117
